availability_last_update,dayquery,hourquery,available_bikes,temperature,wind_speed,pressure,humidity,weather_main
"11th March 2023",Saturday,9,30,283.25,6.69,995,87,Rain
"11th March 2023",Saturday,9,30,281.96,5.66,995,87,Rain
"11th March 2023",Saturday,9,30,282.18,5.66,995,86,Rain
"11th March 2023",Saturday,9,30,282.36,6.17,996,88,Clouds
"11th March 2023",Saturday,9,30,282.84,6.17,995,87,Clouds
"11th March 2023",Saturday,9,30,283.31,6.69,995,89,Clouds
"11th March 2023",Saturday,9,30,283.58,6.17,995,90,Rain
"11th March 2023",Saturday,9,30,283.8,5.14,994,88,Rain
"11th March 2023",Saturday,9,30,284.87,5.14,994,80,Rain
"11th March 2023",Saturday,9,30,284.88,4.63,996,77,Rain
"11th March 2023",Saturday,9,30,284.96,7.2,996,77,Rain
"11th March 2023",Saturday,9,30,285.58,6.69,994,73,Rain
"11th March 2023",Saturday,9,30,286.41,6.69,994,72,Clouds
"11th March 2023",Saturday,9,30,287.51,8.23,994,70,Clouds
"11th March 2023",Saturday,9,30,287.89,9.26,994,72,Clouds
"11th March 2023",Saturday,9,30,288.6,9.77,995,70,Rain
"11th March 2023",Saturday,9,30,289.5,10.8,995,67,Rain
"11th March 2023",Saturday,9,30,289.38,9.77,995,66,Rain
"11th March 2023",Saturday,9,30,289.39,9.77,996,72,Rain
"11th March 2023",Saturday,9,30,287.58,9.77,996,84,Rain
"11th March 2023",Saturday,9,30,286.03,8.23,997,89,Rain
"11th March 2023",Saturday,9,30,284.72,6.69,1000,90,Drizzle
"11th March 2023",Saturday,9,30,284.07,5.66,1001,90,Rain
"11th March 2023",Saturday,9,30,284.29,6.17,1002,86,Rain
"11th March 2023",Saturday,9,30,284.6,6.69,1000,84,Clouds
"11th March 2023",Saturday,9,30,284.32,8.23,1001,87,Clouds
"11th March 2023",Saturday,9,30,284.63,5.14,1004,85,Clouds
"11th March 2023",Saturday,9,30,284.82,4.63,1005,80,Clouds
"11th March 2023",Saturday,9,30,285.1,7.72,1004,80,Clouds
"11th March 2023",Saturday,9,30,284.7,8.23,1007,81,Clouds
"11th March 2023",Saturday,9,30,284.85,5.66,1005,85,Clouds
"11th March 2023",Saturday,9,30,284.85,7.2,1005,83,Clouds
"11th March 2023",Saturday,9,30,284.46,5.66,1006,81,Clouds
"11th March 2023",Saturday,9,30,284.87,6.69,1006,81,Clouds
"11th March 2023",Saturday,9,30,285.38,6.17,1011,82,Clouds
"11th March 2023",Saturday,9,30,285.47,5.14,1006,81,Clouds
"11th March 2023",Saturday,9,30,286.24,5.66,1006,83,Rain
"11th March 2023",Saturday,9,30,287.32,3.6,1006,80,Rain
"11th March 2023",Saturday,9,30,288.44,6.17,1005,74,Rain
"11th March 2023",Saturday,9,30,288.13,5.14,1005,76,Rain
"11th March 2023",Saturday,9,30,288.65,4.63,1006,70,Rain
"11th March 2023",Saturday,9,30,287.85,6.69,1005,73,Rain
"11th March 2023",Saturday,9,30,286.7,8.23,1006,77,Rain
"11th March 2023",Saturday,9,30,285.95,6.69,1006,80,Rain
"11th March 2023",Saturday,9,30,285.02,7.2,1007,80,Rain
"11th March 2023",Saturday,9,30,284.93,9.77,1007,76,Rain
"11th March 2023",Saturday,9,30,284.31,10.8,1008,79,Clouds
"11th March 2023",Saturday,9,30,283.89,10.8,1008,79,Clouds
"11th March 2023",Saturday,9,30,283.25,11.83,1007,81,Clouds
"11th March 2023",Saturday,9,30,283.25,11.83,1007,81,Clouds
"11th March 2023",Saturday,9,30,283.25,11.83,1007,81,Clouds
"11th March 2023",Saturday,9,30,283.18,11.83,1007,81,Clouds
"11th March 2023",Saturday,9,30,283.33,10.8,1007,81,Rain
"11th March 2023",Saturday,9,30,282.96,11.83,1008,82,Clouds
"11th March 2023",Saturday,9,30,282.89,11.83,1008,82,Clouds
"11th March 2023",Saturday,9,30,282.17,10.8,1008,87,Clouds
"11th March 2023",Saturday,9,30,282.17,10.8,1008,87,Clouds
"11th March 2023",Saturday,9,30,282.44,10.8,1008,84,Clouds
"11th March 2023",Saturday,9,30,282.44,10.8,1008,84,Clouds
"11th March 2023",Saturday,9,30,282.23,9.77,1008,85,Clouds
"11th March 2023",Saturday,9,30,282.23,9.77,1008,85,Clouds
"11th March 2023",Saturday,9,30,282.23,9.77,1008,85,Clouds
"11th March 2023",Saturday,9,30,282.23,10.8,1008,85,Rain
"11th March 2023",Saturday,9,30,282.01,9.77,1009,85,Clouds
"11th March 2023",Saturday,9,30,282.01,9.77,1009,85,Clouds
"11th March 2023",Saturday,9,30,281.87,8.75,1009,85,Clouds
"11th March 2023",Saturday,9,30,281.87,8.75,1009,85,Clouds
"11th March 2023",Saturday,9,30,281.87,8.75,1009,85,Rain
"11th March 2023",Saturday,9,30,281.87,8.75,1009,84,Clouds
"11th March 2023",Saturday,9,30,281.87,8.75,1009,84,Rain
"11th March 2023",Saturday,9,30,281.87,8.75,1009,84,Rain
"11th March 2023",Saturday,9,30,281.68,4.12,1009,84,Rain
"11th March 2023",Saturday,9,30,281.68,4.12,1009,83,Rain
"11th March 2023",Saturday,9,30,281.78,8.75,1009,83,Rain
"11th March 2023",Saturday,9,30,281.64,8.23,1009,83,Rain
"11th March 2023",Saturday,9,30,281.64,8.23,1009,83,Rain
"11th March 2023",Saturday,9,30,281.78,8.23,1009,82,Rain
"11th March 2023",Saturday,9,30,281.78,8.23,1009,82,Rain
"11th March 2023",Saturday,9,30,281.78,8.23,1010,82,Rain
"11th March 2023",Saturday,9,30,281.78,8.23,1010,82,Rain
"11th March 2023",Saturday,9,30,281.78,8.23,1010,82,Rain
"11th March 2023",Saturday,9,30,281.36,4.63,1012,84,Clouds
"11th March 2023",Saturday,9,30,281.79,8.23,1010,82,Rain
"11th March 2023",Saturday,9,30,281.32,5.14,1012,83,Clouds
"11th March 2023",Saturday,9,30,281.32,5.14,1012,83,Rain
"11th March 2023",Saturday,9,30,281.33,5.66,1010,82,Rain
"11th March 2023",Saturday,9,30,281.33,5.66,1011,82,Rain
"11th March 2023",Saturday,9,30,281.33,5.66,1011,82,Rain
"11th March 2023",Saturday,9,30,281.45,6.17,1011,82,Rain
"11th March 2023",Saturday,9,30,281.45,6.17,1011,81,Rain
"11th March 2023",Saturday,9,30,281.33,5.66,1011,82,Rain
"11th March 2023",Saturday,9,30,281.47,8.23,1011,81,Rain
"11th March 2023",Saturday,9,30,281.47,8.23,1011,81,Rain
"11th March 2023",Saturday,9,30,281.54,8.23,1011,81,Rain
"11th March 2023",Saturday,9,30,281.54,8.23,1012,82,Rain
"11th March 2023",Saturday,9,30,281.54,8.23,1012,82,Rain
"11th March 2023",Saturday,9,30,281.64,8.23,1012,81,Rain
"11th March 2023",Saturday,9,30,281.64,8.23,1012,81,Rain
"11th March 2023",Saturday,9,30,281.64,4.02,1012,82,Rain
"11th March 2023",Saturday,9,30,281.64,4.02,1012,82,Clouds
"11th March 2023",Saturday,9,30,281.65,8.23,1012,81,Rain
"11th March 2023",Saturday,9,30,281.57,5.14,1013,82,Rain
"11th March 2023",Saturday,9,30,281.57,5.14,1013,82,Rain
"11th March 2023",Saturday,9,30,281.57,5.14,1013,82,Rain
"11th March 2023",Saturday,9,30,281.43,5.14,1013,83,Rain
"11th March 2023",Saturday,9,30,281.43,5.14,1013,83,Clouds
"11th March 2023",Saturday,9,30,281.67,5.14,1013,83,Clouds
"11th March 2023",Saturday,9,30,281.67,5.14,1013,83,Clouds
"11th March 2023",Saturday,9,30,281.67,5.14,1013,83,Clouds
"11th March 2023",Saturday,9,30,281.67,5.14,1013,83,Clouds
"11th March 2023",Saturday,9,30,281.64,4.63,1013,82,Clouds
"11th March 2023",Saturday,9,30,281.64,4.63,1013,81,Clouds
"11th March 2023",Saturday,9,30,281.68,5.14,1013,81,Rain
"11th March 2023",Saturday,9,30,281.76,5.66,1014,81,Rain
"11th March 2023",Saturday,9,30,281.76,5.66,1014,81,Rain
"11th March 2023",Saturday,9,30,281.76,5.66,1014,81,Rain
"11th March 2023",Saturday,9,30,281.76,5.66,1014,81,Rain
"11th March 2023",Saturday,9,30,281.76,5.66,1014,81,Rain
"11th March 2023",Saturday,9,30,281.86,5.66,1014,80,Rain
"11th March 2023",Saturday,9,30,281.66,5.66,1014,82,Rain
"11th March 2023",Saturday,9,30,281.66,3.6,1015,83,Rain
"11th March 2023",Saturday,9,30,281.66,3.6,1015,83,Rain
"11th March 2023",Saturday,9,30,281.67,5.66,1014,82,Rain
"11th March 2023",Saturday,9,30,281.66,3.6,1015,84,Rain
"11th March 2023",Saturday,9,30,281.66,3.6,1015,84,Rain
"11th March 2023",Saturday,9,30,281.66,3.6,1015,84,Rain
"11th March 2023",Saturday,9,30,281.66,4.12,1015,83,Rain
"11th March 2023",Saturday,9,30,281.78,4.12,1015,82,Rain
"11th March 2023",Saturday,9,30,281.64,4.63,1016,82,Rain
"11th March 2023",Saturday,9,30,281.64,4.63,1016,82,Rain
"11th March 2023",Saturday,9,30,281.64,4.63,1016,82,Rain
"11th March 2023",Saturday,9,30,281.64,4.63,1016,82,Clouds
"11th March 2023",Saturday,9,30,281.65,4.12,1016,82,Rain
"11th March 2023",Saturday,9,30,281.64,4.63,1016,82,Clouds
"11th March 2023",Saturday,9,30,281.64,4.63,1016,82,Rain
"11th March 2023",Saturday,9,30,281.64,4.12,1016,81,Rain
"11th March 2023",Saturday,9,30,281.64,4.12,1016,81,Rain
"11th March 2023",Saturday,9,30,281.64,4.12,1016,80,Rain
"11th March 2023",Saturday,9,30,281.64,4.12,1016,80,Rain
"11th March 2023",Saturday,9,30,281.64,4.12,1016,80,Rain
"11th March 2023",Saturday,9,30,281.79,5.14,1016,80,Rain
"11th March 2023",Saturday,9,30,281.79,5.14,1016,80,Rain
"11th March 2023",Saturday,9,30,281.71,5.14,1016,80,Rain
"11th March 2023",Saturday,9,30,281.72,4.12,1016,80,Rain
"11th March 2023",Saturday,9,30,281.71,5.14,1017,80,Rain
"11th March 2023",Saturday,9,30,281.71,5.14,1017,80,Rain
"11th March 2023",Saturday,9,30,281.57,6.17,1017,79,Rain
"11th March 2023",Saturday,9,30,281.69,6.17,1017,78,Rain
"11th March 2023",Saturday,9,30,281.69,6.17,1017,78,Rain
"11th March 2023",Saturday,9,30,281.17,4.12,1017,79,Rain
"11th March 2023",Saturday,9,30,281.17,4.12,1017,79,Rain
"11th March 2023",Saturday,9,30,281.37,6.17,1017,79,Rain
"11th March 2023",Saturday,9,30,280.98,4.12,1017,80,Rain
"11th March 2023",Saturday,9,30,280.98,4.12,1017,80,Rain
"11th March 2023",Saturday,9,30,280.98,4.12,1017,80,Rain
"11th March 2023",Saturday,9,30,281.12,5.14,1018,79,Rain
"11th March 2023",Saturday,9,30,281.05,5.14,1018,79,Rain
"11th March 2023",Saturday,9,30,281.05,5.14,1018,79,Clouds
"11th March 2023",Saturday,9,30,281.05,5.14,1018,79,Clouds
"11th March 2023",Saturday,9,30,281.05,5.14,1018,79,Clouds
"11th March 2023",Saturday,9,30,281.09,5.14,1018,78,Clouds
"11th March 2023",Saturday,9,30,281.09,5.14,1018,78,Clouds
"11th March 2023",Saturday,9,30,281.06,5.14,1018,79,Clouds
"11th March 2023",Saturday,9,30,280.91,5.14,1018,78,Clouds
"11th March 2023",Saturday,9,30,280.91,5.14,1018,78,Clouds
"11th March 2023",Saturday,9,30,280.91,5.14,1019,79,Clouds
"11th March 2023",Saturday,9,30,280.91,5.14,1019,79,Clouds
"11th March 2023",Saturday,9,30,280.44,5.14,1019,80,Clouds
"11th March 2023",Saturday,9,30,280.44,5.14,1019,80,Clouds
"11th March 2023",Saturday,9,30,280.44,5.14,1019,80,Clouds
"11th March 2023",Saturday,9,30,280.7,4.63,1019,78,Clouds
"11th March 2023",Saturday,9,30,280.7,4.63,1019,77,Clouds
"11th March 2023",Saturday,9,30,280.71,5.14,1019,78,Clouds
"11th March 2023",Saturday,9,30,280.73,4.63,1019,75,Clouds
"11th March 2023",Saturday,9,30,280.73,4.63,1019,75,Clouds
"11th March 2023",Saturday,9,30,280.62,4.63,1020,74,Clouds
"11th March 2023",Saturday,9,30,280.62,4.63,1020,74,Clouds
"11th March 2023",Saturday,9,30,280.62,4.63,1020,74,Clouds
"11th March 2023",Saturday,9,30,280.62,4.63,1020,74,Clouds
"11th March 2023",Saturday,9,30,280.62,4.63,1020,74,Clouds
"11th March 2023",Saturday,9,30,280.62,4.12,1020,73,Clouds
"11th March 2023",Saturday,9,30,280.7,4.12,1020,73,Clouds
"11th March 2023",Saturday,9,30,280.64,4.63,1020,73,Clouds
"11th March 2023",Saturday,9,30,280.7,4.12,1020,72,Clouds
"11th March 2023",Saturday,9,30,280.6,4.12,1020,70,Clouds
"11th March 2023",Saturday,9,30,280.6,4.63,1020,70,Clouds
"11th March 2023",Saturday,9,30,280.6,4.63,1020,70,Clouds
"11th March 2023",Saturday,9,30,280.95,4.92,1020,70,Clouds
"11th March 2023",Saturday,9,30,280.95,4.92,1020,70,Clouds
"11th March 2023",Saturday,9,30,280.95,4.92,1020,70,Clouds
"11th March 2023",Saturday,9,30,280.95,4.92,1021,69,Clouds
"11th March 2023",Saturday,9,30,281.11,4.92,1021,69,Clouds
"11th March 2023",Saturday,9,30,281.11,4.92,1021,69,Clouds
"11th March 2023",Saturday,9,30,281.02,4.92,1021,69,Clouds
"11th March 2023",Saturday,9,30,281.41,4.92,1021,68,Clouds
"11th March 2023",Saturday,9,30,281.41,4.92,1021,68,Clouds
"11th March 2023",Saturday,9,30,281.41,4.92,1021,68,Clouds
"11th March 2023",Saturday,9,30,281.55,5.14,1021,67,Clouds
"11th March 2023",Saturday,9,30,281.55,5.14,1021,67,Clouds
